day,month_year,num0,num1,num2,num3,num4,chance
MERCREDI,26/02/2020,20,6,30,32,45,4
LUNDI   ,24/02/2020,20,15,27,9,47,7
SAMEDI  ,22/02/2020,4,39,26,5,24,4
MERCREDI,19/02/2020,40,16,21,41,46,2
LUNDI   ,17/02/2020,44,39,7,41,19,1
SAMEDI  ,15/02/2020,48,4,25,5,45,7
MERCREDI,12/02/2020,47,38,17,30,43,5
LUNDI   ,10/02/2020,15,49,37,25,38,8
SAMEDI  ,08/02/2020,47,31,12,45,7,10
MERCREDI,05/02/2020,30,21,6,11,29,4
LUNDI   ,03/02/2020,49,20,7,31,33,4
SAMEDI  ,01/02/2020,36,25,22,21,16,9
MERCREDI,29/01/2020,31,30,6,14,45,8
LUNDI   ,27/01/2020,27,12,10,7,41,1
SAMEDI  ,25/01/2020,36,17,30,7,11,5
MERCREDI,22/01/2020,25,28,42,26,12,10
LUNDI   ,20/01/2020,13,38,31,30,26,1
SAMEDI  ,18/01/2020,12,1,33,13,2,9
MERCREDI,15/01/2020,35,19,8,22,46,2
LUNDI   ,13/01/2020,16,11,25,32,14,9
SAMEDI  ,11/01/2020,48,14,2,23,13,3
MERCREDI,08/01/2020,17,44,29,16,37,8
LUNDI   ,06/01/2020,49,10,19,26,30,3
SAMEDI  ,04/01/2020,22,9,43,31,34,5
MERCREDI,01/01/2020,11,7,32,24,4,10
LUNDI   ,30/12/2019,12,38,34,32,48,6
SAMEDI  ,28/12/2019,24,48,49,18,8,8
MERCREDI,25/12/2019,36,40,45,24,15,9
LUNDI   ,23/12/2019,37,36,32,20,7,2
SAMEDI  ,21/12/2019,48,23,27,19,22,2
MERCREDI,18/12/2019,23,6,17,5,7,9
LUNDI   ,16/12/2019,38,26,39,35,10,6
SAMEDI  ,14/12/2019,3,48,17,4,38,9
MERCREDI,11/12/2019,25,33,48,1,40,8
LUNDI   ,09/12/2019,1,34,15,24,25,8
SAMEDI  ,07/12/2019,40,29,44,38,10,8
MERCREDI,04/12/2019,8,30,26,35,40,2
LUNDI   ,02/12/2019,39,28,14,11,42,9
SAMEDI  ,30/11/2019,7,25,17,48,16,3
MERCREDI,27/11/2019,44,2,15,29,18,4
LUNDI   ,25/11/2019,44,41,35,33,38,8
SAMEDI  ,23/11/2019,4,27,28,9,22,4
MERCREDI,20/11/2019,22,23,7,30,37,3
LUNDI   ,18/11/2019,31,44,6,15,12,7
SAMEDI  ,16/11/2019,10,49,30,12,29,9
MERCREDI,13/11/2019,22,13,10,35,19,1
LUNDI   ,11/11/2019,28,14,27,13,25,5
SAMEDI  ,09/11/2019,26,24,6,18,29,3
MERCREDI,06/11/2019,43,27,23,44,42,10
LUNDI   ,04/11/2019,16,9,42,1,39,7
SAMEDI  ,02/11/2019,41,1,18,16,13,3
MERCREDI,30/10/2019,46,13,48,2,22,1
LUNDI   ,28/10/2019,46,17,36,35,18,4
SAMEDI  ,26/10/2019,11,30,44,13,20,9
MERCREDI,23/10/2019,49,44,31,33,40,1
LUNDI   ,21/10/2019,13,42,40,48,3,4
SAMEDI  ,19/10/2019,36,23,24,31,32,8
MERCREDI,16/10/2019,19,30,5,18,35,2
LUNDI   ,14/10/2019,16,48,18,24,6,9
SAMEDI  ,12/10/2019,27,16,12,37,10,9
MERCREDI,09/10/2019,14,39,17,44,36,5
LUNDI   ,07/10/2019,19,4,2,35,11,5
SAMEDI  ,05/10/2019,30,2,38,16,31,5
MERCREDI,02/10/2019,33,37,32,35,49,3
LUNDI   ,30/09/2019,43,2,33,23,47,2
SAMEDI  ,28/09/2019,18,15,12,19,40,5
MERCREDI,25/09/2019,7,1,26,22,15,3
LUNDI   ,23/09/2019,36,20,42,34,29,4
SAMEDI  ,21/09/2019,15,42,41,44,8,10
MERCREDI,18/09/2019,16,6,36,5,3,10
LUNDI   ,16/09/2019,42,35,31,32,13,5
SAMEDI  ,14/09/2019,28,23,18,26,19,9
MERCREDI,11/09/2019,35,19,6,27,14,10
LUNDI   ,09/09/2019,42,2,44,28,5,8
SAMEDI  ,07/09/2019,16,12,27,30,2,2
MERCREDI,04/09/2019,25,2,4,7,35,3
LUNDI   ,02/09/2019,6,2,44,33,21,4
SAMEDI  ,31/08/2019,47,21,25,19,38,4
MERCREDI,28/08/2019,14,25,47,7,42,5
LUNDI   ,26/08/2019,4,21,46,27,47,6
SAMEDI  ,24/08/2019,23,31,15,38,17,4
MERCREDI,21/08/2019,17,3,38,1,25,8
LUNDI   ,19/08/2019,14,31,7,28,2,3
SAMEDI  ,17/08/2019,1,21,28,8,37,2
MERCREDI,14/08/2019,45,17,27,48,34,2
LUNDI   ,12/08/2019,31,30,9,20,34,10
SAMEDI  ,10/08/2019,37,4,12,9,18,3
MERCREDI,07/08/2019,26,28,36,29,5,4
LUNDI   ,05/08/2019,5,45,22,26,33,9
SAMEDI  ,03/08/2019,10,4,5,23,7,4
MERCREDI,31/07/2019,32,18,8,36,30,5
LUNDI   ,29/07/2019,6,29,3,47,21,3
SAMEDI  ,27/07/2019,25,28,39,47,31,8
MERCREDI,24/07/2019,39,25,10,32,40,10
LUNDI   ,22/07/2019,28,37,44,11,7,3
SAMEDI  ,20/07/2019,21,17,29,35,18,6
MERCREDI,17/07/2019,26,4,27,47,28,8
LUNDI   ,15/07/2019,10,1,19,13,3,4
SAMEDI  ,13/07/2019,27,18,49,37,48,10
MERCREDI,10/07/2019,7,21,29,35,47,6
LUNDI   ,08/07/2019,26,11,38,20,33,10
SAMEDI  ,06/07/2019,13,6,2,27,12,10
MERCREDI,03/07/2019,39,38,8,31,45,8
LUNDI   ,01/07/2019,38,23,41,3,17,3
SAMEDI  ,29/06/2019,46,42,1,4,3,3
MERCREDI,26/06/2019,4,47,43,30,7,10
LUNDI   ,24/06/2019,33,16,1,32,45,6
SAMEDI  ,22/06/2019,13,20,10,25,27,2
MERCREDI,19/06/2019,45,46,4,36,18,5
LUNDI   ,17/06/2019,20,49,31,12,13,2
SAMEDI  ,15/06/2019,2,13,20,30,37,6
MERCREDI,12/06/2019,25,31,45,38,3,9
LUNDI   ,10/06/2019,9,24,18,49,39,8
SAMEDI  ,08/06/2019,14,41,9,10,45,1
MERCREDI,05/06/2019,28,47,26,38,17,7
LUNDI   ,03/06/2019,42,12,9,41,33,1
SAMEDI  ,01/06/2019,35,26,13,45,20,3
MERCREDI,29/05/2019,36,48,14,13,6,2
LUNDI   ,27/05/2019,33,13,28,18,42,9
SAMEDI  ,25/05/2019,42,47,2,13,43,10
MERCREDI,22/05/2019,1,48,27,49,37,1
LUNDI   ,20/05/2019,32,14,43,29,41,1
SAMEDI  ,18/05/2019,19,4,10,42,46,5
MERCREDI,15/05/2019,38,44,46,27,42,1
LUNDI   ,13/05/2019,15,24,37,40,41,4
SAMEDI  ,11/05/2019,24,44,34,19,45,2
MERCREDI,08/05/2019,2,16,4,20,35,5
LUNDI   ,06/05/2019,23,38,5,24,35,3
SAMEDI  ,04/05/2019,38,18,3,24,29,9
MERCREDI,01/05/2019,26,48,25,16,34,8
LUNDI   ,29/04/2019,33,43,39,6,29,2
SAMEDI  ,27/04/2019,27,17,26,25,33,2
MERCREDI,24/04/2019,3,11,35,13,15,3
LUNDI   ,22/04/2019,39,7,21,29,5,7
SAMEDI  ,20/04/2019,4,30,15,49,45,3
MERCREDI,17/04/2019,29,17,34,48,8,3
LUNDI   ,15/04/2019,32,44,40,17,38,6
SAMEDI  ,13/04/2019,17,9,1,24,46,8
MERCREDI,10/04/2019,22,23,14,42,16,5
LUNDI   ,08/04/2019,24,9,26,15,13,9
SAMEDI  ,06/04/2019,19,26,13,27,24,7
MERCREDI,03/04/2019,16,38,18,45,10,3
LUNDI   ,01/04/2019,32,14,35,46,11,10
SAMEDI  ,30/03/2019,15,44,41,3,2,3
MERCREDI,27/03/2019,49,45,25,10,19,1
LUNDI   ,25/03/2019,46,47,23,22,24,2
SAMEDI  ,23/03/2019,12,1,40,28,26,6
MERCREDI,20/03/2019,13,3,21,2,40,8
LUNDI   ,18/03/2019,38,23,45,24,44,6
SAMEDI  ,16/03/2019,33,19,1,31,22,1
MERCREDI,13/03/2019,29,5,20,8,32,3
LUNDI   ,11/03/2019,25,24,16,6,5,1
SAMEDI  ,09/03/2019,32,47,43,35,15,10
MERCREDI,06/03/2019,14,23,15,44,46,5
LUNDI   ,04/03/2019,4,15,11,36,33,2
SAMEDI  ,02/03/2019,46,42,38,25,16,9
MERCREDI,27/02/2019,14,1,34,19,4,2
LUNDI   ,25/02/2019,7,44,37,48,38,7
SAMEDI  ,23/02/2019,3,45,13,4,44,5
MERCREDI,20/02/2019,25,29,8,34,15,1
LUNDI   ,18/02/2019,18,9,11,33,7,9
SAMEDI  ,16/02/2019,8,7,25,11,46,7
MERCREDI,13/02/2019,43,41,29,14,7,3
LUNDI   ,11/02/2019,43,15,13,48,25,5
SAMEDI  ,09/02/2019,47,40,45,42,3,9
MERCREDI,06/02/2019,4,15,21,26,22,10
LUNDI   ,04/02/2019,40,12,37,24,42,1
SAMEDI  ,02/02/2019,32,27,5,7,35,3
MERCREDI,30/01/2019,20,47,15,11,30,9
LUNDI   ,28/01/2019,37,15,30,6,47,6
SAMEDI  ,26/01/2019,30,14,12,16,42,2
MERCREDI,23/01/2019,25,17,41,24,38,10
LUNDI   ,21/01/2019,17,26,30,47,20,6
SAMEDI  ,19/01/2019,37,10,39,16,34,7
MERCREDI,16/01/2019,15,11,10,1,31,3
LUNDI   ,14/01/2019,35,33,44,1,11,10
SAMEDI  ,12/01/2019,19,24,11,34,25,8
MERCREDI,09/01/2019,6,19,46,21,15,10
LUNDI   ,07/01/2019,1,19,12,31,7,10
SAMEDI  ,05/01/2019,48,18,40,7,6,7
MERCREDI,02/01/2019,36,12,29,2,26,7
LUNDI   ,31/12/2018,43,24,34,27,14,10
SAMEDI  ,29/12/2018,26,30,42,38,12,5
MERCREDI,26/12/2018,45,9,5,24,11,10
LUNDI   ,24/12/2018,10,22,34,43,46,2
SAMEDI  ,22/12/2018,44,46,31,11,22,5
MERCREDI,19/12/2018,21,3,25,10,11,3
LUNDI   ,17/12/2018,2,9,25,35,30,9
SAMEDI  ,15/12/2018,38,1,3,32,30,6
MERCREDI,12/12/2018,39,21,45,12,44,5
LUNDI   ,10/12/2018,8,34,16,13,37,10
SAMEDI  ,08/12/2018,25,38,11,29,14,8
MERCREDI,05/12/2018,6,19,41,17,18,9
LUNDI   ,03/12/2018,1,15,9,19,39,5
SAMEDI  ,01/12/2018,15,6,3,23,39,2
MERCREDI,28/11/2018,3,38,30,10,15,6
LUNDI   ,26/11/2018,36,30,34,14,21,2
SAMEDI  ,24/11/2018,15,11,5,22,10,5
MERCREDI,21/11/2018,22,45,20,21,23,10
LUNDI   ,19/11/2018,33,46,21,20,28,7
SAMEDI  ,17/11/2018,42,20,27,22,12,7
MERCREDI,14/11/2018,36,41,15,49,48,5
LUNDI   ,12/11/2018,13,14,37,21,15,7
SAMEDI  ,10/11/2018,20,43,18,44,30,7
MERCREDI,07/11/2018,33,27,3,20,6,8
LUNDI   ,05/11/2018,9,11,39,29,32,8
SAMEDI  ,03/11/2018,6,29,8,9,39,2
MERCREDI,31/10/2018,34,14,2,28,38,4
LUNDI   ,29/10/2018,9,42,24,43,22,7
SAMEDI  ,27/10/2018,26,21,36,29,35,9
MERCREDI,24/10/2018,28,45,34,36,9,6
LUNDI   ,22/10/2018,10,4,29,19,47,6
SAMEDI  ,20/10/2018,7,17,31,12,48,8
MERCREDI,17/10/2018,33,13,7,2,41,1
LUNDI   ,15/10/2018,8,14,25,19,49,5
SAMEDI  ,13/10/2018,1,36,45,4,22,8
MERCREDI,10/10/2018,5,24,38,29,4,3
LUNDI   ,08/10/2018,46,1,4,23,24,2
SAMEDI  ,06/10/2018,49,39,8,48,1,9
MERCREDI,03/10/2018,31,24,11,20,32,8
LUNDI   ,01/10/2018,6,1,40,7,2,4
SAMEDI  ,29/09/2018,31,7,15,10,17,4
MERCREDI,26/09/2018,40,18,15,36,10,3
LUNDI   ,24/09/2018,12,30,17,8,6,3
SAMEDI  ,22/09/2018,14,37,39,18,38,9
MERCREDI,19/09/2018,15,42,4,27,25,5
LUNDI   ,17/09/2018,43,42,8,15,26,5
SAMEDI  ,15/09/2018,11,26,1,46,13,5
MERCREDI,12/09/2018,11,33,24,35,4,9
LUNDI   ,10/09/2018,27,20,19,46,38,10
SAMEDI  ,08/09/2018,6,19,22,34,20,10
MERCREDI,05/09/2018,7,39,34,6,15,1
LUNDI   ,03/09/2018,18,2,15,1,41,10
SAMEDI  ,01/09/2018,32,35,11,41,42,6
MERCREDI,29/08/2018,17,45,19,40,31,1
LUNDI   ,27/08/2018,40,17,24,18,10,2
SAMEDI  ,25/08/2018,29,6,15,44,16,3
MERCREDI,22/08/2018,16,42,12,6,40,3
LUNDI   ,20/08/2018,15,48,42,18,40,10
SAMEDI  ,18/08/2018,33,37,31,16,49,8
MERCREDI,15/08/2018,40,21,47,27,6,8
LUNDI   ,13/08/2018,10,19,21,2,40,6
SAMEDI  ,11/08/2018,41,27,44,46,14,5
MERCREDI,08/08/2018,5,19,29,15,24,8
LUNDI   ,06/08/2018,30,4,37,32,23,6
SAMEDI  ,04/08/2018,41,23,9,32,38,3
MERCREDI,01/08/2018,47,15,45,35,17,4
LUNDI   ,30/07/2018,33,7,13,41,43,2
SAMEDI  ,28/07/2018,7,23,13,18,21,10
MERCREDI,25/07/2018,35,27,22,20,30,3
LUNDI   ,23/07/2018,7,20,41,40,11,6
SAMEDI  ,21/07/2018,44,18,9,28,1,10
MERCREDI,18/07/2018,18,26,27,43,35,7
LUNDI   ,16/07/2018,36,31,9,16,3,1
SAMEDI  ,14/07/2018,47,37,45,3,20,3
MERCREDI,11/07/2018,11,46,1,22,42,4
LUNDI   ,09/07/2018,9,21,19,36,40,1
SAMEDI  ,07/07/2018,41,3,34,11,10,10
MERCREDI,04/07/2018,41,23,16,20,45,5
LUNDI   ,02/07/2018,48,38,36,45,16,8
SAMEDI  ,30/06/2018,5,36,23,29,45,7
MERCREDI,27/06/2018,26,11,9,41,8,10
LUNDI   ,25/06/2018,14,9,21,13,32,5
SAMEDI  ,23/06/2018,41,32,49,10,36,10
MERCREDI,20/06/2018,43,33,8,30,6,3
LUNDI   ,18/06/2018,34,2,7,13,44,8
SAMEDI  ,16/06/2018,35,17,8,43,19,9
MERCREDI,13/06/2018,20,48,15,29,49,1
LUNDI   ,11/06/2018,44,41,49,25,14,4
SAMEDI  ,09/06/2018,7,16,5,9,12,10
MERCREDI,06/06/2018,43,5,33,6,47,2
LUNDI   ,04/06/2018,8,38,48,16,35,2
SAMEDI  ,02/06/2018,18,13,31,7,35,4
MERCREDI,30/05/2018,4,44,41,36,33,6
LUNDI   ,28/05/2018,35,10,25,21,23,10
SAMEDI  ,26/05/2018,26,24,2,43,3,8
MERCREDI,23/05/2018,14,29,3,36,25,9
LUNDI   ,21/05/2018,20,4,46,16,5,5
SAMEDI  ,19/05/2018,5,47,30,45,12,9
MERCREDI,16/05/2018,44,37,7,23,41,8
LUNDI   ,14/05/2018,40,33,23,1,5,8
SAMEDI  ,12/05/2018,6,23,9,47,5,10
MERCREDI,09/05/2018,10,23,35,34,5,6
LUNDI   ,07/05/2018,43,13,10,23,46,6
SAMEDI  ,05/05/2018,9,30,47,41,15,5
MERCREDI,02/05/2018,8,1,14,10,21,10
LUNDI   ,30/04/2018,43,48,49,36,7,7
SAMEDI  ,28/04/2018,36,14,40,31,47,2
MERCREDI,25/04/2018,21,23,5,10,36,1
LUNDI   ,23/04/2018,2,33,20,29,32,8
SAMEDI  ,21/04/2018,26,20,2,11,39,5
MERCREDI,18/04/2018,18,11,38,17,46,8
LUNDI   ,16/04/2018,16,25,6,21,26,5
SAMEDI  ,14/04/2018,24,5,49,36,1,7
MERCREDI,11/04/2018,40,46,32,17,1,8
LUNDI   ,09/04/2018,1,32,20,28,42,6
SAMEDI  ,07/04/2018,26,34,10,45,7,7
MERCREDI,04/04/2018,19,40,22,45,36,6
LUNDI   ,02/04/2018,28,34,18,13,14,2
SAMEDI  ,31/03/2018,42,2,41,18,31,8
MERCREDI,28/03/2018,43,39,15,5,45,10
LUNDI   ,26/03/2018,27,17,37,10,4,10
SAMEDI  ,24/03/2018,31,11,44,35,26,9
MERCREDI,21/03/2018,31,45,21,30,29,2
LUNDI   ,19/03/2018,20,15,27,46,24,10
SAMEDI  ,17/03/2018,48,43,36,30,13,9
MERCREDI,14/03/2018,36,46,13,4,3,10
LUNDI   ,12/03/2018,27,7,10,38,13,8
SAMEDI  ,10/03/2018,5,47,23,21,18,6
MERCREDI,07/03/2018,13,6,18,36,37,5
LUNDI   ,05/03/2018,44,38,25,17,41,9
SAMEDI  ,03/03/2018,3,4,8,2,31,9
MERCREDI,28/02/2018,42,5,49,31,28,7
LUNDI   ,26/02/2018,13,34,39,42,37,3
SAMEDI  ,24/02/2018,12,6,9,31,43,3
MERCREDI,21/02/2018,12,41,2,28,16,1
LUNDI   ,19/02/2018,32,9,8,29,28,2
SAMEDI  ,17/02/2018,49,48,14,22,38,9
MERCREDI,14/02/2018,13,3,44,19,5,4
LUNDI   ,12/02/2018,27,35,48,3,32,9
SAMEDI  ,10/02/2018,19,31,2,40,42,5
MERCREDI,07/02/2018,44,13,17,48,33,3
LUNDI   ,05/02/2018,7,29,1,30,45,7
SAMEDI  ,03/02/2018,22,9,23,38,13,4
MERCREDI,31/01/2018,29,26,16,4,49,1
LUNDI   ,29/01/2018,11,32,27,36,21,6
SAMEDI  ,27/01/2018,45,10,9,34,39,10
MERCREDI,24/01/2018,9,37,35,23,28,5
LUNDI   ,22/01/2018,31,11,16,1,14,2
SAMEDI  ,20/01/2018,44,32,27,38,46,7
MERCREDI,17/01/2018,16,25,40,49,4,3
LUNDI   ,15/01/2018,15,28,22,2,5,2
SAMEDI  ,13/01/2018,48,35,20,31,36,10
MERCREDI,10/01/2018,7,49,18,9,16,3
LUNDI   ,08/01/2018,8,44,37,43,45,2
SAMEDI  ,06/01/2018,45,40,17,6,31,9
MERCREDI,03/01/2018,34,44,27,23,4,4
LUNDI   ,01/01/2018,7,43,10,9,14,1
SAMEDI  ,30/12/2017,40,28,35,13,12,8
MERCREDI,27/12/2017,22,6,48,7,14,8
LUNDI   ,25/12/2017,3,31,6,10,29,8
SAMEDI  ,23/12/2017,4,6,44,8,48,10
MERCREDI,20/12/2017,6,11,13,24,10,9
LUNDI   ,18/12/2017,11,39,48,10,29,9
SAMEDI  ,16/12/2017,48,20,15,9,49,6
MERCREDI,13/12/2017,17,49,24,43,28,8
LUNDI   ,11/12/2017,47,34,26,43,29,4
SAMEDI  ,09/12/2017,48,49,10,46,23,8
MERCREDI,06/12/2017,27,12,38,7,30,1
LUNDI   ,04/12/2017,43,32,15,23,41,8
SAMEDI  ,02/12/2017,24,45,39,33,35,1
MERCREDI,29/11/2017,8,20,3,12,13,4
LUNDI   ,27/11/2017,36,5,6,39,46,6
SAMEDI  ,25/11/2017,43,1,48,2,47,10
MERCREDI,22/11/2017,30,1,10,2,39,8
LUNDI   ,20/11/2017,6,30,40,43,35,3
SAMEDI  ,18/11/2017,13,9,17,37,48,1
MERCREDI,15/11/2017,12,10,16,35,14,6
LUNDI   ,13/11/2017,30,29,24,3,43,5
SAMEDI  ,11/11/2017,40,47,48,1,36,3
MERCREDI,08/11/2017,37,41,13,26,2,5
LUNDI   ,06/11/2017,30,45,49,27,48,1
SAMEDI  ,04/11/2017,23,7,38,35,6,7
MERCREDI,01/11/2017,18,8,26,9,32,1
LUNDI   ,30/10/2017,32,42,12,44,34,5
SAMEDI  ,28/10/2017,22,12,47,5,29,8
MERCREDI,25/10/2017,9,3,19,41,43,8
LUNDI   ,23/10/2017,12,21,47,44,25,3
SAMEDI  ,21/10/2017,2,42,6,20,21,8
MERCREDI,18/10/2017,5,13,25,12,24,7
LUNDI   ,16/10/2017,39,48,30,5,32,8
SAMEDI  ,14/10/2017,18,20,38,43,47,3
MERCREDI,11/10/2017,44,48,6,29,15,4
LUNDI   ,09/10/2017,47,30,6,15,3,9
SAMEDI  ,07/10/2017,41,44,8,37,46,3
MERCREDI,04/10/2017,45,34,20,30,1,9
LUNDI   ,02/10/2017,1,11,28,12,20,7
SAMEDI  ,30/09/2017,16,44,3,38,27,7
MERCREDI,27/09/2017,13,10,16,42,35,4
LUNDI   ,25/09/2017,37,16,17,33,34,6
SAMEDI  ,23/09/2017,15,33,22,19,37,4
MERCREDI,20/09/2017,37,6,4,17,22,6
LUNDI   ,18/09/2017,12,25,37,29,34,9
SAMEDI  ,16/09/2017,37,46,4,18,16,5
MERCREDI,13/09/2017,18,45,4,25,33,1
LUNDI   ,11/09/2017,23,42,48,45,12,9
SAMEDI  ,09/09/2017,44,13,19,15,39,1
MERCREDI,06/09/2017,49,46,28,19,39,4
LUNDI   ,04/09/2017,33,6,27,1,35,9
SAMEDI  ,02/09/2017,10,14,1,40,18,7
MERCREDI,30/08/2017,29,26,7,12,47,9
LUNDI   ,28/08/2017,6,8,20,24,42,6
SAMEDI  ,26/08/2017,10,40,35,32,38,3
MERCREDI,23/08/2017,32,23,16,1,4,7
LUNDI   ,21/08/2017,8,36,43,27,14,5
SAMEDI  ,19/08/2017,39,8,40,21,7,7
MERCREDI,16/08/2017,31,29,25,19,41,4
LUNDI   ,14/08/2017,13,15,39,2,9,4
SAMEDI  ,12/08/2017,13,36,41,15,5,10
MERCREDI,09/08/2017,32,38,36,31,49,1
LUNDI   ,07/08/2017,38,24,42,21,14,4
SAMEDI  ,05/08/2017,3,25,30,13,37,2
MERCREDI,02/08/2017,34,30,9,12,32,7
LUNDI   ,31/07/2017,45,37,47,25,31,7
SAMEDI  ,29/07/2017,24,41,45,23,10,1
MERCREDI,26/07/2017,13,44,35,3,25,2
LUNDI   ,24/07/2017,14,11,38,21,35,3
SAMEDI  ,22/07/2017,40,30,16,5,28,9
MERCREDI,19/07/2017,16,26,6,8,9,7
LUNDI   ,17/07/2017,40,41,5,33,16,2
SAMEDI  ,15/07/2017,34,37,24,48,29,2
MERCREDI,12/07/2017,3,16,31,43,18,5
LUNDI   ,10/07/2017,23,43,17,21,18,4
SAMEDI  ,08/07/2017,9,30,46,43,31,10
MERCREDI,05/07/2017,18,29,17,34,8,6
LUNDI   ,03/07/2017,48,8,10,28,2,2
SAMEDI  ,01/07/2017,26,47,16,33,21,8
MERCREDI,28/06/2017,48,30,37,29,9,1
LUNDI   ,26/06/2017,1,49,5,29,38,9
SAMEDI  ,24/06/2017,48,27,23,35,24,5
MERCREDI,21/06/2017,12,22,34,18,39,6
LUNDI   ,19/06/2017,25,43,18,47,40,9
SAMEDI  ,17/06/2017,26,25,40,14,39,3
MERCREDI,14/06/2017,44,43,49,41,31,5
LUNDI   ,12/06/2017,5,29,4,7,27,5
SAMEDI  ,10/06/2017,49,34,37,36,8,10
MERCREDI,07/06/2017,22,43,36,40,21,5
LUNDI   ,05/06/2017,49,12,17,41,21,7
SAMEDI  ,03/06/2017,23,45,36,34,44,3
MERCREDI,31/05/2017,1,36,9,41,27,1
LUNDI   ,29/05/2017,40,43,39,41,1,9
SAMEDI  ,27/05/2017,9,8,28,40,17,8
MERCREDI,24/05/2017,17,22,18,8,30,5
LUNDI   ,22/05/2017,27,21,22,7,31,10
SAMEDI  ,20/05/2017,33,31,28,34,42,3
MERCREDI,17/05/2017,25,44,6,30,22,7
LUNDI   ,15/05/2017,22,13,1,27,5,1
SAMEDI  ,13/05/2017,16,13,9,28,47,10
MERCREDI,10/05/2017,30,22,20,43,12,9
LUNDI   ,08/05/2017,33,7,47,22,43,6
SAMEDI  ,06/05/2017,27,41,34,6,45,5
MERCREDI,03/05/2017,20,15,27,46,6,3
LUNDI   ,01/05/2017,18,46,37,16,35,6
SAMEDI  ,29/04/2017,48,37,46,44,34,9
MERCREDI,26/04/2017,27,6,8,14,16,5
