day,month_year,num0,num1,num2,num3,num4,chance
SAMEDI  ,13/08/2011,3,13,4,41,5,9
MERCREDI,10/08/2011,28,4,27,29,38,2
LUNDI   ,08/08/2011,18,12,1,26,30,9
SAMEDI  ,06/08/2011,17,13,15,4,39,4
MERCREDI,03/08/2011,20,4,19,17,5,10
LUNDI   ,01/08/2011,32,37,43,10,25,3
SAMEDI  ,30/07/2011,8,41,20,46,12,1
MERCREDI,27/07/2011,6,11,7,5,4,10
LUNDI   ,25/07/2011,38,22,3,11,41,7
SAMEDI  ,23/07/2011,43,32,18,13,46,5
MERCREDI,20/07/2011,26,45,18,23,6,6
LUNDI   ,18/07/2011,19,5,38,47,26,7
SAMEDI  ,16/07/2011,27,35,42,18,37,3
MERCREDI,13/07/2011,4,46,41,12,16,6
LUNDI   ,11/07/2011,7,43,23,48,47,9
SAMEDI  ,09/07/2011,15,4,31,45,44,6
MERCREDI,06/07/2011,9,33,10,24,3,6
LUNDI   ,04/07/2011,14,46,31,25,37,4
SAMEDI  ,02/07/2011,49,11,26,1,7,5
MERCREDI,29/06/2011,38,11,37,1,18,4
LUNDI   ,27/06/2011,43,5,14,20,12,3
SAMEDI  ,25/06/2011,39,43,10,17,6,3
MERCREDI,22/06/2011,33,21,26,28,22,5
LUNDI   ,20/06/2011,27,2,23,8,36,9
SAMEDI  ,18/06/2011,9,12,43,46,33,10
MERCREDI,15/06/2011,47,41,9,37,36,8
LUNDI   ,13/06/2011,22,3,18,17,28,6
SAMEDI  ,11/06/2011,39,32,44,37,5,5
MERCREDI,08/06/2011,20,16,40,11,24,5
LUNDI   ,06/06/2011,10,30,45,22,13,1
SAMEDI  ,04/06/2011,35,4,27,15,3,2
MERCREDI,01/06/2011,30,45,32,25,26,5
LUNDI   ,30/05/2011,14,22,47,20,21,9
SAMEDI  ,28/05/2011,2,5,3,1,43,9
MERCREDI,25/05/2011,14,45,34,27,38,3
LUNDI   ,23/05/2011,15,29,38,19,33,3
SAMEDI  ,21/05/2011,27,15,35,5,14,10
MERCREDI,18/05/2011,27,23,16,17,47,1
LUNDI   ,16/05/2011,41,43,9,11,46,8
SAMEDI  ,14/05/2011,38,31,35,42,3,8
MERCREDI,11/05/2011,45,14,26,28,38,5
LUNDI   ,09/05/2011,13,48,3,26,22,7
SAMEDI  ,07/05/2011,42,28,37,38,3,8
MERCREDI,04/05/2011,44,29,11,7,13,2
LUNDI   ,02/05/2011,25,23,4,1,40,2
SAMEDI  ,30/04/2011,8,49,42,9,2,3
MERCREDI,27/04/2011,5,26,14,28,23,6
LUNDI   ,25/04/2011,18,2,21,34,10,2
SAMEDI  ,23/04/2011,40,21,28,32,8,9
MERCREDI,20/04/2011,15,41,18,17,33,9
LUNDI   ,18/04/2011,6,10,22,7,21,5
SAMEDI  ,16/04/2011,17,35,24,47,6,8
MERCREDI,13/04/2011,38,6,33,43,23,1
LUNDI   ,11/04/2011,13,47,22,3,32,6
SAMEDI  ,09/04/2011,6,20,31,22,41,8
MERCREDI,06/04/2011,12,19,1,32,44,3
LUNDI   ,04/04/2011,12,23,37,13,10,7
SAMEDI  ,02/04/2011,5,24,7,46,35,3
MERCREDI,30/03/2011,15,23,27,43,29,10
LUNDI   ,28/03/2011,15,10,16,46,43,1
SAMEDI  ,26/03/2011,17,26,34,4,30,9
MERCREDI,23/03/2011,13,4,24,21,10,5
LUNDI   ,21/03/2011,28,23,3,40,31,1
SAMEDI  ,19/03/2011,26,10,11,23,1,8
MERCREDI,16/03/2011,23,20,32,7,14,4
LUNDI   ,14/03/2011,32,38,36,34,27,7
SAMEDI  ,12/03/2011,15,34,22,33,16,9
MERCREDI,09/03/2011,9,43,3,29,15,8
LUNDI   ,07/03/2011,7,38,23,9,17,5
SAMEDI  ,05/03/2011,11,45,44,27,31,2
MERCREDI,02/03/2011,20,22,40,2,3,7
LUNDI   ,28/02/2011,20,49,40,17,31,6
SAMEDI  ,26/02/2011,35,24,10,26,48,1
MERCREDI,23/02/2011,5,2,33,21,28,10
LUNDI   ,21/02/2011,36,20,21,9,46,6
SAMEDI  ,19/02/2011,25,2,49,32,1,6
MERCREDI,16/02/2011,44,35,32,8,33,9
LUNDI   ,14/02/2011,31,35,40,9,48,1
SAMEDI  ,12/02/2011,13,38,2,45,4,2
MERCREDI,09/02/2011,15,31,41,27,43,7
LUNDI   ,07/02/2011,6,8,49,35,25,1
SAMEDI  ,05/02/2011,31,22,37,6,1,7
MERCREDI,02/02/2011,27,6,44,23,22,3
LUNDI   ,31/01/2011,20,10,13,43,3,5
SAMEDI  ,29/01/2011,14,33,44,31,12,8
MERCREDI,26/01/2011,23,45,6,48,17,1
LUNDI   ,24/01/2011,3,39,6,48,9,4
SAMEDI  ,22/01/2011,13,27,6,31,8,7
MERCREDI,19/01/2011,36,4,12,13,1,4
LUNDI   ,17/01/2011,48,49,36,24,21,5
SAMEDI  ,15/01/2011,26,43,6,36,29,8
MERCREDI,12/01/2011,41,40,30,28,17,7
LUNDI   ,10/01/2011,35,33,40,37,11,4
SAMEDI  ,08/01/2011,47,34,12,30,31,10
MERCREDI,05/01/2011,27,47,4,5,32,5
LUNDI   ,03/01/2011,34,37,10,18,30,2
SAMEDI  ,01/01/2011,43,49,46,34,11,3
MERCREDI,29/12/2010,47,15,46,29,11,3
LUNDI   ,27/12/2010,30,44,42,39,13,9
SAMEDI  ,25/12/2010,16,30,29,7,10,5
MERCREDI,22/12/2010,8,18,36,1,29,9
LUNDI   ,20/12/2010,32,23,9,6,13,4
SAMEDI  ,18/12/2010,35,41,40,11,22,7
MERCREDI,15/12/2010,37,6,16,28,4,8
LUNDI   ,13/12/2010,6,14,49,40,9,3
SAMEDI  ,11/12/2010,38,3,9,11,28,1
MERCREDI,08/12/2010,19,15,44,4,24,1
LUNDI   ,06/12/2010,13,30,33,25,36,9
SAMEDI  ,04/12/2010,33,12,24,7,15,6
MERCREDI,01/12/2010,34,14,32,31,46,3
LUNDI   ,29/11/2010,15,23,16,41,30,8
SAMEDI  ,27/11/2010,9,43,15,44,10,5
MERCREDI,24/11/2010,32,20,22,47,14,5
LUNDI   ,22/11/2010,4,21,17,23,26,2
SAMEDI  ,20/11/2010,27,12,11,29,1,2
MERCREDI,17/11/2010,30,38,4,9,46,10
LUNDI   ,15/11/2010,33,47,14,20,17,1
SAMEDI  ,13/11/2010,5,17,25,38,29,2
MERCREDI,10/11/2010,47,48,20,39,16,4
LUNDI   ,08/11/2010,35,6,9,14,47,9
SAMEDI  ,06/11/2010,24,19,35,7,42,3
MERCREDI,03/11/2010,46,33,15,6,49,1
LUNDI   ,01/11/2010,17,24,28,1,15,10
SAMEDI  ,30/10/2010,38,35,4,22,14,5
MERCREDI,27/10/2010,32,13,15,46,3,5
LUNDI   ,25/10/2010,4,36,40,10,41,10
SAMEDI  ,23/10/2010,47,49,9,16,14,7
MERCREDI,20/10/2010,13,24,33,18,11,7
LUNDI   ,18/10/2010,1,31,38,26,29,5
SAMEDI  ,16/10/2010,37,22,46,13,1,9
MERCREDI,13/10/2010,33,22,9,44,25,3
LUNDI   ,11/10/2010,9,20,35,4,1,8
SAMEDI  ,09/10/2010,17,43,23,2,26,3
MERCREDI,06/10/2010,33,6,43,25,37,1
LUNDI   ,04/10/2010,7,46,31,29,9,8
SAMEDI  ,02/10/2010,35,13,16,41,7,1
MERCREDI,29/09/2010,41,32,33,25,26,3
LUNDI   ,27/09/2010,15,1,23,22,46,9
SAMEDI  ,25/09/2010,42,5,12,29,21,2
MERCREDI,22/09/2010,37,38,2,14,17,1
LUNDI   ,20/09/2010,1,37,25,45,17,9
SAMEDI  ,18/09/2010,7,43,33,11,1,1
MERCREDI,15/09/2010,40,1,30,8,38,6
LUNDI   ,13/09/2010,33,39,25,43,8,8
SAMEDI  ,11/09/2010,36,41,45,13,7,5
MERCREDI,08/09/2010,24,47,21,44,13,3
LUNDI   ,06/09/2010,29,22,17,19,43,8
SAMEDI  ,04/09/2010,11,42,9,49,15,3
MERCREDI,01/09/2010,20,39,33,21,16,2
LUNDI   ,30/08/2010,22,49,28,3,16,4
SAMEDI  ,28/08/2010,13,16,18,20,19,2
MERCREDI,25/08/2010,39,49,23,19,36,3
LUNDI   ,23/08/2010,49,41,9,28,16,5
SAMEDI  ,21/08/2010,8,44,14,48,29,7
MERCREDI,18/08/2010,49,43,46,27,23,6
LUNDI   ,16/08/2010,13,22,40,28,31,9
SAMEDI  ,14/08/2010,21,27,9,49,11,5
MERCREDI,11/08/2010,7,22,8,26,5,2
LUNDI   ,09/08/2010,7,15,18,8,25,6
SAMEDI  ,07/08/2010,43,6,46,27,5,7
MERCREDI,04/08/2010,32,8,46,22,9,8
LUNDI   ,02/08/2010,16,32,44,38,37,3
SAMEDI  ,31/07/2010,2,25,44,28,8,4
MERCREDI,28/07/2010,25,37,7,10,47,10
LUNDI   ,26/07/2010,4,42,37,23,43,7
SAMEDI  ,24/07/2010,18,43,16,7,33,5
MERCREDI,21/07/2010,43,45,21,3,9,1
LUNDI   ,19/07/2010,27,24,16,10,47,5
SAMEDI  ,17/07/2010,32,28,47,20,22,6
MERCREDI,14/07/2010,48,30,5,26,11,1
LUNDI   ,12/07/2010,47,11,15,24,38,6
SAMEDI  ,10/07/2010,27,32,12,42,30,7
MERCREDI,07/07/2010,20,47,49,26,31,10
LUNDI   ,05/07/2010,39,33,43,22,31,10
SAMEDI  ,03/07/2010,10,46,2,33,28,8
MERCREDI,30/06/2010,14,44,28,18,17,2
LUNDI   ,28/06/2010,41,49,42,19,12,8
SAMEDI  ,26/06/2010,47,16,11,37,7,10
MERCREDI,23/06/2010,16,27,41,1,35,1
LUNDI   ,21/06/2010,45,35,24,37,48,2
SAMEDI  ,19/06/2010,21,23,19,36,49,4
MERCREDI,16/06/2010,40,48,15,9,3,10
LUNDI   ,14/06/2010,15,48,23,49,45,2
SAMEDI  ,12/06/2010,30,43,48,24,15,7
MERCREDI,09/06/2010,14,48,44,24,20,10
LUNDI   ,07/06/2010,29,48,42,28,26,1
SAMEDI  ,05/06/2010,37,43,31,45,22,5
MERCREDI,02/06/2010,43,11,14,23,17,10
LUNDI   ,31/05/2010,46,49,32,5,33,1
SAMEDI  ,29/05/2010,33,21,49,26,46,1
MERCREDI,26/05/2010,47,3,35,22,6,1
LUNDI   ,24/05/2010,8,35,29,12,3,1
SAMEDI  ,22/05/2010,2,48,40,46,17,10
MERCREDI,19/05/2010,24,12,17,38,30,7
LUNDI   ,17/05/2010,9,27,26,29,36,5
SAMEDI  ,15/05/2010,32,31,44,27,9,8
MERCREDI,12/05/2010,28,22,27,14,23,4
LUNDI   ,10/05/2010,41,4,35,33,10,5
SAMEDI  ,08/05/2010,16,29,31,39,1,2
MERCREDI,05/05/2010,10,30,18,27,4,1
LUNDI   ,03/05/2010,8,11,12,26,48,6
SAMEDI  ,01/05/2010,39,28,3,42,6,5
MERCREDI,28/04/2010,34,49,9,25,38,1
LUNDI   ,26/04/2010,29,24,4,46,7,10
SAMEDI  ,24/04/2010,17,34,27,3,41,4
MERCREDI,21/04/2010,24,26,35,9,1,4
LUNDI   ,19/04/2010,44,22,17,38,2,8
SAMEDI  ,17/04/2010,24,42,16,9,32,3
MERCREDI,14/04/2010,9,12,29,2,21,7
LUNDI   ,12/04/2010,4,36,11,31,46,10
SAMEDI  ,10/04/2010,33,13,49,36,22,4
MERCREDI,07/04/2010,28,11,2,33,43,1
LUNDI   ,05/04/2010,17,18,36,21,47,6
SAMEDI  ,03/04/2010,35,39,20,48,42,2
MERCREDI,31/03/2010,46,28,21,39,49,1
LUNDI   ,29/03/2010,2,44,41,34,46,2
SAMEDI  ,27/03/2010,43,42,9,21,46,6
MERCREDI,24/03/2010,28,9,35,8,42,6
LUNDI   ,22/03/2010,44,34,25,47,29,9
SAMEDI  ,20/03/2010,15,36,28,49,2,3
MERCREDI,17/03/2010,46,1,24,18,9,7
LUNDI   ,15/03/2010,18,15,1,4,38,6
SAMEDI  ,13/03/2010,32,37,16,6,8,7
MERCREDI,10/03/2010,36,13,44,1,48,2
LUNDI   ,08/03/2010,23,11,43,49,10,10
SAMEDI  ,06/03/2010,5,18,26,9,36,9
MERCREDI,03/03/2010,17,37,23,25,2,7
LUNDI   ,01/03/2010,19,11,8,48,49,7
SAMEDI  ,27/02/2010,13,40,2,10,35,1
MERCREDI,24/02/2010,45,2,1,27,31,8
LUNDI   ,22/02/2010,41,48,18,11,24,2
SAMEDI  ,20/02/2010,34,49,36,39,23,8
MERCREDI,17/02/2010,23,40,26,22,29,5
LUNDI   ,15/02/2010,48,39,24,8,15,8
SAMEDI  ,13/02/2010,1,7,38,3,14,5
MERCREDI,10/02/2010,6,45,19,12,11,10
LUNDI   ,08/02/2010,36,13,24,7,42,4
SAMEDI  ,06/02/2010,16,37,18,5,34,5
MERCREDI,03/02/2010,44,48,7,30,13,7
LUNDI   ,01/02/2010,29,1,39,40,18,2
SAMEDI  ,30/01/2010,44,26,18,21,47,3
MERCREDI,27/01/2010,10,15,43,45,5,9
LUNDI   ,25/01/2010,6,8,31,45,36,9
SAMEDI  ,23/01/2010,24,39,2,13,48,1
MERCREDI,20/01/2010,13,37,48,45,28,9
LUNDI   ,18/01/2010,8,7,22,28,38,10
SAMEDI  ,16/01/2010,21,38,32,3,33,10
MERCREDI,13/01/2010,31,4,14,37,7,8
LUNDI   ,11/01/2010,24,20,31,36,6,4
SAMEDI  ,09/01/2010,35,4,14,23,46,7
MERCREDI,06/01/2010,19,49,31,44,38,3
LUNDI   ,04/01/2010,33,21,41,18,32,9
SAMEDI  ,02/01/2010,43,5,23,49,17,4
MERCREDI,30/12/2009,21,39,5,2,15,10
LUNDI   ,28/12/2009,23,12,15,27,46,6
SAMEDI  ,26/12/2009,7,6,41,25,16,5
MERCREDI,23/12/2009,24,44,18,17,15,6
LUNDI   ,21/12/2009,38,42,28,3,27,9
SAMEDI  ,19/12/2009,40,15,16,6,9,6
MERCREDI,16/12/2009,39,15,23,49,30,5
LUNDI   ,14/12/2009,46,8,26,13,38,2
SAMEDI  ,12/12/2009,4,30,13,18,39,1
MERCREDI,09/12/2009,1,31,11,22,23,1
LUNDI   ,07/12/2009,20,42,43,33,19,5
SAMEDI  ,05/12/2009,28,22,7,16,39,7
MERCREDI,02/12/2009,10,47,20,28,21,6
LUNDI   ,30/11/2009,12,43,7,23,27,6
SAMEDI  ,28/11/2009,35,37,41,15,39,4
MERCREDI,25/11/2009,14,33,39,15,11,6
LUNDI   ,23/11/2009,13,12,3,37,30,8
SAMEDI  ,21/11/2009,20,33,46,40,12,6
MERCREDI,18/11/2009,24,20,22,19,1,6
LUNDI   ,16/11/2009,20,32,36,19,27,7
SAMEDI  ,14/11/2009,39,16,47,28,24,9
MERCREDI,11/11/2009,41,47,22,17,7,6
LUNDI   ,09/11/2009,3,2,29,48,1,9
SAMEDI  ,07/11/2009,1,41,13,3,18,1
MERCREDI,04/11/2009,33,18,19,22,23,1
LUNDI   ,02/11/2009,17,34,23,40,9,9
SAMEDI  ,31/10/2009,23,39,36,27,30,2
MERCREDI,28/10/2009,8,11,7,37,30,3
LUNDI   ,26/10/2009,49,47,42,1,3,7
SAMEDI  ,24/10/2009,39,28,15,38,27,10
MERCREDI,21/10/2009,10,49,26,15,1,7
LUNDI   ,19/10/2009,4,31,11,3,6,1
SAMEDI  ,17/10/2009,12,49,8,20,16,5
MERCREDI,14/10/2009,6,35,36,42,24,2
LUNDI   ,12/10/2009,38,7,48,43,28,5
SAMEDI  ,10/10/2009,3,38,1,23,16,3
MERCREDI,07/10/2009,4,1,21,12,46,8
LUNDI   ,05/10/2009,21,12,20,11,32,4
SAMEDI  ,03/10/2009,47,15,49,7,9,7
MERCREDI,30/09/2009,33,35,40,5,2,4
LUNDI   ,28/09/2009,30,20,16,3,44,4
SAMEDI  ,26/09/2009,2,37,43,21,25,9
MERCREDI,23/09/2009,24,42,4,47,5,6
LUNDI   ,21/09/2009,3,4,38,46,7,2
SAMEDI  ,19/09/2009,12,27,38,33,19,7
MERCREDI,16/09/2009,40,7,21,25,30,1
LUNDI   ,14/09/2009,9,18,43,32,22,1
SAMEDI  ,12/09/2009,41,11,4,29,7,4
MERCREDI,09/09/2009,1,12,23,22,7,4
LUNDI   ,07/09/2009,8,21,4,31,39,2
SAMEDI  ,05/09/2009,1,37,17,44,20,8
MERCREDI,02/09/2009,17,5,12,6,15,1
LUNDI   ,31/08/2009,16,13,1,5,20,2
SAMEDI  ,29/08/2009,34,7,27,23,19,7
MERCREDI,26/08/2009,44,31,7,38,14,1
LUNDI   ,24/08/2009,22,18,33,28,11,2
SAMEDI  ,22/08/2009,31,21,8,27,29,10
MERCREDI,19/08/2009,35,42,7,33,28,10
LUNDI   ,17/08/2009,2,9,17,14,25,9
SAMEDI  ,15/08/2009,1,41,32,24,27,9
MERCREDI,12/08/2009,6,33,17,34,39,5
LUNDI   ,10/08/2009,5,22,31,2,24,6
SAMEDI  ,08/08/2009,41,20,16,38,2,9
MERCREDI,05/08/2009,40,10,29,20,43,7
LUNDI   ,03/08/2009,9,38,18,26,49,8
SAMEDI  ,01/08/2009,44,10,18,45,22,6
MERCREDI,29/07/2009,16,25,14,35,3,3
LUNDI   ,27/07/2009,18,47,7,13,48,4
SAMEDI  ,25/07/2009,27,40,3,14,33,9
MERCREDI,22/07/2009,24,35,45,28,17,6
LUNDI   ,20/07/2009,27,23,44,34,5,1
SAMEDI  ,18/07/2009,44,14,26,34,9,9
MERCREDI,15/07/2009,4,1,23,14,25,10
LUNDI   ,13/07/2009,26,2,20,34,18,1
SAMEDI  ,11/07/2009,14,17,35,5,42,1
MERCREDI,08/07/2009,16,4,10,6,5,3
LUNDI   ,06/07/2009,12,31,32,44,45,2
SAMEDI  ,04/07/2009,39,4,8,43,27,3
MERCREDI,01/07/2009,34,5,28,13,29,4
LUNDI   ,29/06/2009,35,43,9,28,10,8
SAMEDI  ,27/06/2009,13,4,3,41,6,8
MERCREDI,24/06/2009,17,21,22,16,4,1
LUNDI   ,22/06/2009,36,17,42,28,41,4
SAMEDI  ,20/06/2009,26,27,49,21,33,7
MERCREDI,17/06/2009,3,27,41,8,37,2
LUNDI   ,15/06/2009,49,11,41,21,40,4
SAMEDI  ,13/06/2009,39,16,46,28,24,4
MERCREDI,10/06/2009,45,42,27,49,48,7
LUNDI   ,08/06/2009,31,29,41,25,22,5
SAMEDI  ,06/06/2009,32,46,13,33,15,10
MERCREDI,03/06/2009,46,21,32,26,14,6
LUNDI   ,01/06/2009,18,26,47,24,35,1
SAMEDI  ,30/05/2009,30,25,34,14,10,9
MERCREDI,27/05/2009,7,48,5,3,23,7
LUNDI   ,25/05/2009,46,40,6,3,25,4
SAMEDI  ,23/05/2009,38,13,33,3,25,3
MERCREDI,20/05/2009,35,28,15,3,23,10
LUNDI   ,18/05/2009,49,26,35,34,28,4
SAMEDI  ,16/05/2009,1,2,26,44,7,9
MERCREDI,13/05/2009,38,36,49,39,12,10
LUNDI   ,11/05/2009,15,27,48,9,34,6
SAMEDI  ,09/05/2009,45,28,22,30,20,3
MERCREDI,06/05/2009,48,36,13,20,44,1
LUNDI   ,04/05/2009,33,1,23,12,46,1
SAMEDI  ,02/05/2009,7,15,11,5,23,1
MERCREDI,29/04/2009,4,30,29,26,15,3
LUNDI   ,27/04/2009,9,37,21,34,4,2
SAMEDI  ,25/04/2009,34,23,49,9,20,8
MERCREDI,22/04/2009,2,31,49,33,43,9
LUNDI   ,20/04/2009,11,34,38,43,12,3
SAMEDI  ,18/04/2009,31,20,45,12,32,8
MERCREDI,15/04/2009,23,43,37,12,39,8
LUNDI   ,13/04/2009,20,24,30,11,9,1
SAMEDI  ,11/04/2009,21,5,2,23,19,7
MERCREDI,08/04/2009,46,33,10,34,7,6
LUNDI   ,06/04/2009,43,33,48,31,28,7
SAMEDI  ,04/04/2009,37,41,27,8,45,6
MERCREDI,01/04/2009,37,27,30,22,45,3
LUNDI   ,30/03/2009,32,47,45,29,24,10
SAMEDI  ,28/03/2009,19,26,23,22,27,2
MERCREDI,25/03/2009,10,34,15,33,5,7
LUNDI   ,23/03/2009,1,25,10,2,33,4
SAMEDI  ,21/03/2009,45,32,15,2,39,10
MERCREDI,18/03/2009,42,3,39,20,34,2
LUNDI   ,16/03/2009,27,45,35,36,44,2
SAMEDI  ,14/03/2009,27,18,20,11,38,6
MERCREDI,11/03/2009,4,7,11,22,8,5
LUNDI   ,09/03/2009,27,32,5,40,3,9
SAMEDI  ,07/03/2009,36,15,24,2,22,8
MERCREDI,04/03/2009,7,9,29,25,10,6
LUNDI   ,02/03/2009,41,29,14,48,8,10
SAMEDI  ,28/02/2009,45,14,41,25,16,10
MERCREDI,25/02/2009,15,4,21,30,36,4
LUNDI   ,23/02/2009,3,14,34,31,22,7
SAMEDI  ,21/02/2009,47,21,48,39,40,5
MERCREDI,18/02/2009,28,40,10,23,43,9
LUNDI   ,16/02/2009,46,23,29,21,16,4
SAMEDI  ,14/02/2009,12,24,18,44,16,4
MERCREDI,11/02/2009,35,46,10,1,14,8
LUNDI   ,09/02/2009,17,13,31,3,46,5
SAMEDI  ,07/02/2009,4,16,34,22,49,10
MERCREDI,04/02/2009,20,43,47,27,10,3
LUNDI   ,02/02/2009,4,38,12,31,41,8
SAMEDI  ,31/01/2009,6,31,40,18,36,7
MERCREDI,28/01/2009,40,7,41,38,46,5
LUNDI   ,26/01/2009,39,8,13,49,10,10
SAMEDI  ,24/01/2009,5,40,15,20,28,10
MERCREDI,21/01/2009,32,47,10,35,3,3
LUNDI   ,19/01/2009,39,38,7,32,26,9
SAMEDI  ,17/01/2009,2,46,27,37,5,4
MERCREDI,14/01/2009,5,42,1,19,13,3
LUNDI   ,12/01/2009,47,11,29,4,9,8
SAMEDI  ,10/01/2009,49,40,21,10,44,2
MERCREDI,07/01/2009,37,39,9,33,11,8
LUNDI   ,05/01/2009,8,29,36,25,11,2
SAMEDI  ,03/01/2009,47,22,24,12,38,1
MERCREDI,31/12/2008,11,5,20,30,24,8
LUNDI   ,29/12/2008,26,38,14,21,27,4
SAMEDI  ,27/12/2008,36,47,17,49,37,10
MERCREDI,24/12/2008,33,27,2,41,4,5
LUNDI   ,22/12/2008,5,27,2,35,48,3
SAMEDI  ,20/12/2008,41,46,2,22,26,5
MERCREDI,17/12/2008,49,44,31,13,33,9
LUNDI   ,15/12/2008,48,5,15,2,27,8
SAMEDI  ,13/12/2008,24,38,8,42,31,7
MERCREDI,10/12/2008,41,38,10,35,11,3
LUNDI   ,08/12/2008,29,15,1,31,11,8
SAMEDI  ,06/12/2008,48,2,5,13,24,4
MERCREDI,03/12/2008,26,29,34,42,31,10
LUNDI   ,01/12/2008,32,15,19,37,38,1
SAMEDI  ,29/11/2008,18,36,20,32,22,7
MERCREDI,26/11/2008,49,11,13,25,28,5
LUNDI   ,24/11/2008,43,36,31,30,17,8
SAMEDI  ,22/11/2008,45,12,30,36,20,6
MERCREDI,19/11/2008,34,26,37,41,2,4
LUNDI   ,17/11/2008,1,6,19,23,41,6
SAMEDI  ,15/11/2008,41,10,48,43,22,3
MERCREDI,12/11/2008,45,35,34,40,23,5
LUNDI   ,10/11/2008,12,9,21,45,38,6
SAMEDI  ,08/11/2008,25,35,33,5,22,9
MERCREDI,05/11/2008,47,4,38,15,8,7
LUNDI   ,03/11/2008,26,2,23,20,24,8
SAMEDI  ,01/11/2008,22,4,27,36,45,3
MERCREDI,29/10/2008,43,28,22,41,49,4
LUNDI   ,27/10/2008,46,37,44,4,6,2
SAMEDI  ,25/10/2008,13,11,22,46,19,3
MERCREDI,22/10/2008,11,28,12,48,14,2
LUNDI   ,20/10/2008,43,7,48,31,15,3
SAMEDI  ,18/10/2008,44,35,4,32,39,10
MERCREDI,15/10/2008,49,28,18,20,40,1
LUNDI   ,13/10/2008,11,10,41,37,48,4
SAMEDI  ,11/10/2008,46,22,10,39,20,4
MERCREDI,08/10/2008,24,48,32,41,22,1
LUNDI   ,06/10/2008,19,33,41,24,27,9
